ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1799652	SLC4A2	solute carrier family 4 member 2	0.811	8.367
ILMN_1799667	KIF4A	kinesin family member 4A	1.618	19.83
ILMN_1799669	PSORS1C1	psoriasis susceptibility 1 candidate 1	-0.403	2.845
ILMN_1799671	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	-0.372	3.396
ILMN_1799675	NR5A1	nuclear receptor subfamily 5 group A member 1	-0.328	3.166
ILMN_1799688	CDC23	cell division cycle 23	0.471	5.712
ILMN_1799708	GYPA	glycophorin A (MNS blood group)	-0.378	3.168
ILMN_1799709	SOGA3	SOGA family member 3	-0.336	2.684
ILMN_1799710	CCDC96	coiled-coil domain containing 96	-0.415	5.138
ILMN_1799717	ZNF398	zinc finger protein 398	-0.328	3.018
ILMN_1799721	FAM47C	family with sequence similarity 47 member C	-0.321	2.481
ILMN_1799725	DOCK2	dedicator of cytokinesis 2	-1.328	10.928
ILMN_1799734	FOXB1	forkhead box B1	-0.373	3.048
ILMN_1799743	MYBPC2	myosin binding protein C, fast type	-0.53	5.378
ILMN_1799748	ATF3	activating transcription factor 3	-0.903	5.887
ILMN_1799815	XYLT2	xylosyltransferase 2	0.203	1.622
ILMN_1799819	MARS	methionyl-tRNA synthetase	0.845	12.692
ILMN_1799843	VPS13B	vacuolar protein sorting 13 homolog B	-0.29	2.071
ILMN_1799848	ANKRD22	ankyrin repeat domain 22	1.127	5.562
ILMN_1799860	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	0.546	9.688
ILMN_1799863	AOC2	amine oxidase, copper containing 2	-0.297	2.217
ILMN_1799878	NPY1R	neuropeptide Y receptor Y1	-1.129	9.163
ILMN_1799887	CTSE	cathepsin E	-1.07	2.263
ILMN_1799889	ATP6V0D2	ATPase H+ transporting V0 subunit d2	-0.67	6.826
ILMN_1799890	RBSN	rabenosyn, RAB effector	-0.206	1.897
ILMN_1799903	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	-0.335	2.816
ILMN_1799942	OR4F15	olfactory receptor family 4 subfamily F member 15	-0.397	3.606
ILMN_1799951	LYST	lysosomal trafficking regulator	-0.684	8.799
ILMN_1799981			0.278	1.97
ILMN_1799996	DHH	desert hedgehog	-0.363	3.7
ILMN_1800000	FAM131B	family with sequence similarity 131 member B	-0.336	3.667
ILMN_1800008	ACAT1	acetyl-CoA acetyltransferase 1	-0.963	9.911
ILMN_1800020	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	-0.299	2.262
ILMN_1800031	CATSPERG	cation channel sperm associated auxiliary subunit gamma	-0.354	3.002
ILMN_1800049	MAPT	microtubule associated protein tau	-0.339	2.595
ILMN_1800058	NKX2-5	NK2 homeobox 5	-0.338	2.713
ILMN_1800078	LMO2	LIM domain only 2	-0.867	11.15
ILMN_1800082	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	-0.476	2.668
ILMN_1800096	MPST	mercaptopyruvate sulfurtransferase	-0.371	1.711
ILMN_1800101	HHIPL2	HHIP like 2	-0.322	2.766
ILMN_1800130	ETNK2	ethanolamine kinase 2	-0.231	1.429
ILMN_1800152	MAVS	mitochondrial antiviral signaling protein	-0.454	5.692
ILMN_1800160	NR0B1	nuclear receptor subfamily 0 group B member 1	-0.333	3.086
ILMN_1800171	MAP3K4	mitogen-activated protein kinase kinase kinase 4	-0.302	2.528
ILMN_1800172	RILP	Rab interacting lysosomal protein	-0.572	7.424
ILMN_1800179	KCNJ4	potassium voltage-gated channel subfamily J member 4	-0.313	2.93
ILMN_1800182	OR6C2	olfactory receptor family 6 subfamily C member 2	-0.35	3.054
ILMN_1800187	MSR1	macrophage scavenger receptor 1	-0.376	3.924
ILMN_1800197	MRPL36	mitochondrial ribosomal protein L36	1.053	15.362
ILMN_1800205	SRRT	serrate, RNA effector molecule	0.574	9.056
ILMN_1800220	KCTD3	potassium channel tetramerization domain containing 3	0.509	3.109
ILMN_1800224	NOLC1	nucleolar and coiled-body phosphoprotein 1	1.071	13.763
ILMN_1800225	PPARG	peroxisome proliferator activated receptor gamma	-0.616	2.948
ILMN_1800243	CDY2A	chromodomain Y-linked 2A	-0.353	3.12
ILMN_1800246	PRMT6	protein arginine methyltransferase 6	-0.35	2.753
ILMN_1800261	TUBA1B	tubulin alpha 1b	0.505	7.879
ILMN_1800270	GABRG2	gamma-aminobutyric acid type A receptor gamma2 subunit	-0.657	8.23
ILMN_1800276			1.1	11.403
ILMN_1800302	LRTM1	leucine rich repeats and transmembrane domains 1	-0.366	3.344
ILMN_1800315			-0.321	3.215
ILMN_1800317	WNT5A	Wnt family member 5A	0.577	3.343
ILMN_1800331	PTCH1	patched 1	-0.583	6.009
ILMN_1800332	NGB	neuroglobin	-1.064	12.795
ILMN_1800354	CST3	cystatin C	-0.639	7.977
ILMN_1800381	GNAO1	G protein subunit alpha o1	-0.574	6.773
ILMN_1800387	OR4D10	olfactory receptor family 4 subfamily D member 10	-0.337	2.986
ILMN_1800390	ZNF511	zinc finger protein 511	0.966	14.359
ILMN_1800401	ZNF69	zinc finger protein 69	-0.339	1.538
ILMN_1800412	BMP1	bone morphogenetic protein 1	-0.697	6.529
ILMN_1800418	SIRT7	sirtuin 7	-0.603	5.094
ILMN_1800425	SLC9A1	solute carrier family 9 member A1	-1.345	15.17
ILMN_1800430	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	-0.295	2.366
ILMN_1800445	NEK10	NIMA related kinase 10	-0.365	3.426
ILMN_1800461	CSNK2B	casein kinase 2 beta	0.39	3.92
ILMN_1800463	UCKL1	uridine-cytidine kinase 1 like 1	0.736	8.318
ILMN_1800468	KLKB1	kallikrein B1	-1.057	13.662
ILMN_1800487	CDC26	cell division cycle 26	-0.332	4.167
ILMN_1800512	HMOX1	heme oxygenase 1	-1.226	9.732
ILMN_1800514	MTERF1	mitochondrial transcription termination factor 1	-0.347	2.804
ILMN_1800517	ODF2L	outer dense fiber of sperm tails 2 like	-0.268	1.965
ILMN_1800520	LOC401357	uncharacterized LOC401357	-0.375	2.987
ILMN_1800540	CD55	CD55 molecule (Cromer blood group)	1.472	8.314
ILMN_1800573	RPS21	ribosomal protein S21	1.856	19.904
ILMN_1800598	MRPL15	mitochondrial ribosomal protein L15	0.964	10.001
ILMN_1800602	GCA	grancalcin	0.783	12.286
ILMN_1800611	CEP72	centrosomal protein 72	0.545	5.508
ILMN_1800612	VBP1	VHL binding protein 1	0.811	6.462
ILMN_1800619	BRI3BP	BRI3 binding protein	0.394	3.748
ILMN_1800638	CELF2	CUGBP, Elav-like family member 2	-0.309	1.626
ILMN_1800642	RELN	reelin	-1.375	17.359
ILMN_1800659	PGM1	phosphoglucomutase 1	-1.095	10.754
ILMN_1800676	VMP1	vacuole membrane protein 1	0.399	3.638
ILMN_1800697	LDB2	LIM domain binding 2	-0.68	6.791
ILMN_1800704	CYTH1	cytohesin 1	-0.67	10.078
ILMN_1800705	FAM19A4	family with sequence similarity 19 member A4, C-C motif chemokine like	-0.359	3.533
ILMN_1800711	DEPDC5	DEP domain containing 5	-0.32	2.547
ILMN_1800713	B3GALT5	beta-1,3-galactosyltransferase 5	-1.159	11.104
ILMN_1800721	VPS13A	vacuolar protein sorting 13 homolog A	-0.547	4.126
ILMN_1800731	MBD5	methyl-CpG binding domain protein 5	-0.468	5.883
ILMN_1800733	MANBA	mannosidase beta	0.204	1.556
ILMN_1800738	E2F1	E2F transcription factor 1	0.781	8.256
ILMN_1800750	ZNF692	zinc finger protein 692	0.323	3.487
ILMN_1800776			-0.364	3.035
ILMN_1800786			-0.203	1.549
ILMN_1800787	RFTN1	raftlin, lipid raft linker 1	-0.533	2.781
ILMN_1800796	RPL37	ribosomal protein L37	0.284	1.538
ILMN_1800816	TNFRSF8	TNF receptor superfamily member 8	-0.337	2.369
ILMN_1800834	RGS16	regulator of G-protein signaling 16	1.13	6.193
ILMN_1800837	CFDP1	craniofacial development protein 1	-0.529	3.554
ILMN_1800838	SPATA12	spermatogenesis associated 12	-0.224	1.554
ILMN_1800844	ARPC5L	actin related protein 2/3 complex subunit 5 like	0.32	3.404
ILMN_1800855	PPTC7	PTC7 protein phosphatase homolog	-0.313	2.888
ILMN_1800874	MRO	maestro	-0.309	2.155
ILMN_1800881	FAIM	Fas apoptotic inhibitory molecule	0.75	9.175
ILMN_1800889	FIG4	FIG4 phosphoinositide 5-phosphatase	-0.27	2.868
ILMN_1800897	NRDC	nardilysin convertase	0.377	5.144
ILMN_1800911	RADIL	Rap associating with DIL domain	-0.629	10.28
ILMN_1800914			-0.333	2.968
ILMN_1800942	KCTD6	potassium channel tetramerization domain containing 6	0.35	3.075
ILMN_1800951	ATXN1	ataxin 1	-0.812	8.906
ILMN_1800952	PSMD11	proteasome 26S subunit, non-ATPase 11	0.236	2.58
ILMN_1800958	TMEM237	transmembrane protein 237	0.915	13.416
ILMN_1800975	PSME3	proteasome activator subunit 3	0.446	4.043
ILMN_1800989	HTR6	5-hydroxytryptamine receptor 6	-0.318	2.945
ILMN_1800993	CLUAP1	clusterin associated protein 1	0.473	5.484
ILMN_1801040	SPN	sialophorin	-0.86	5.923
ILMN_1801043	GSN	gelsolin	-1.801	15.57
ILMN_1801044	DOCK4	dedicator of cytokinesis 4	-0.313	2.729
ILMN_1801045	SPIN3	spindlin family member 3	0.443	3.213
ILMN_1801047	APLF	aprataxin and PNKP like factor	-0.244	2.209
ILMN_1801051	PCDHB8	protocadherin beta 8	-0.291	1.877
ILMN_1801053	NPAP1	nuclear pore associated protein 1	-0.35	2.951
ILMN_1801090	KRT222	keratin 222	-0.783	11.055
ILMN_1801091	CERKL	ceramide kinase like	-0.258	2.173
ILMN_1801097	SRFBP1	serum response factor binding protein 1	0.309	3.152
ILMN_1801098	TSLP	thymic stromal lymphopoietin	-0.324	2.932
ILMN_1801101	ZBTB48	zinc finger and BTB domain containing 48	-0.595	7.918
ILMN_1801105	PRKCD	protein kinase C delta	-0.642	5.35
ILMN_1801109	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	0.738	9.618
ILMN_1801118	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	0.646	6.903
ILMN_1801119	BCL2	BCL2, apoptosis regulator	-1.133	13.173
ILMN_1801121	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	0.168	1.512
ILMN_1801124	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	0.218	1.425
ILMN_1801130	STOML1	stomatin like 1	-0.229	1.86
ILMN_1801138	KRTAP19-1	keratin associated protein 19-1	-0.342	2.897
ILMN_1801143	LOXHD1	lipoxygenase homology domains 1	-0.345	3.263
ILMN_1801146	MMP17	matrix metallopeptidase 17	-0.345	2.627
ILMN_1801152			-0.296	2.583
ILMN_1801156	RLF	rearranged L-myc fusion	-0.161	1.796
ILMN_1801178	KIAA1456	KIAA1456	-0.348	3.148
ILMN_1801189	CLIP2	CAP-Gly domain containing linker protein 2	-0.332	3.051
ILMN_1801198	RS1	retinoschisin 1	-0.325	2.644
ILMN_1801205	GPNMB	glycoprotein nmb	-1.491	8.413
ILMN_1801216	S100P	S100 calcium binding protein P	1.988	6.838
ILMN_1801226	DOCK6	dedicator of cytokinesis 6	0.565	9.095
ILMN_1801230	DNASE1L1	deoxyribonuclease 1 like 1	-0.319	2.604
ILMN_1801236	SPG20	spastic paraplegia 20 (Troyer syndrome)	-0.843	10.197
ILMN_1801240	OR5D14	olfactory receptor family 5 subfamily D member 14	-0.343	2.657
ILMN_1801246	IFITM1	interferon induced transmembrane protein 1	1.446	12.048
ILMN_1801257	CENPA	centromere protein A	1.93	24.026
ILMN_1801274	TACSTD2	tumor-associated calcium signal transducer 2	-0.338	3.082
ILMN_1801283	SVBP	small vasohibin binding protein	-0.19	1.432
ILMN_1801302	SCN1B	sodium voltage-gated channel beta subunit 1	-0.41	4.348
ILMN_1801304	FAM78A	family with sequence similarity 78 member A	-0.409	4.188
ILMN_1801307	TNFSF10	tumor necrosis factor superfamily member 10	-1.818	17.924
ILMN_1801348	GOT2	glutamic-oxaloacetic transaminase 2	0.434	4.578
ILMN_1801349	TAS2R14	taste 2 receptor member 14	-0.235	1.875
ILMN_1801359			0.858	9.42
ILMN_1801370	CADPS2	calcium dependent secretion activator 2	-0.349	3.087
ILMN_1801374	CYB561A3	cytochrome b561 family member A3	-0.718	9.572
ILMN_1801377	SLC29A4	solute carrier family 29 member 4	-0.616	2.921
ILMN_1801378	COQ3	coenzyme Q3, methyltransferase	0.698	8.936
ILMN_1801387	YEATS4	YEATS domain containing 4	0.91	15.535
ILMN_1801391	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase	-0.243	2.035
ILMN_1801408	GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit	-0.331	2.726
ILMN_1801421	EMD	emerin	0.771	7.279
ILMN_1801428	KRT77	keratin 77	-0.329	2.814
ILMN_1801441	RFTN2	raftlin family member 2	-0.427	3.966
ILMN_1801442	KRT81	keratin 81	-0.273	2.029
ILMN_1801453	TSPAN32	tetraspanin 32	-0.34	3.011
ILMN_1801454	GJB7	gap junction protein beta 7	-0.281	1.773
ILMN_1801464			-0.199	2.13
ILMN_1801476	CDS1	CDP-diacylglycerol synthase 1	-0.649	3.186
ILMN_1801488	SUPT7L	SPT7-like STAGA complex gamma subunit	-0.176	1.56
ILMN_1801491	SLC26A2	solute carrier family 26 member 2	-2.711	14.581
ILMN_1801504	RUNX1	runt related transcription factor 1	0.851	7.022
ILMN_1801521	ABCC6	ATP binding cassette subfamily C member 6	-0.262	1.866
ILMN_1801553	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component	-0.258	1.448
ILMN_1801572	C19orf44	chromosome 19 open reading frame 44	-0.214	1.797
ILMN_1801584	CXCR4	C-X-C motif chemokine receptor 4	-0.514	2.222
ILMN_1801588	FN3K	fructosamine 3 kinase	-0.316	2.836
ILMN_1801596	EIF3M	eukaryotic translation initiation factor 3 subunit M	1.343	13.811
ILMN_1801605	BIRC6	baculoviral IAP repeat containing 6	-0.197	2.188
ILMN_1801606	AMZ2	archaelysin family metallopeptidase 2	0.518	4.633
ILMN_1801608	KCNN3	potassium calcium-activated channel subfamily N member 3	-0.323	2.436
ILMN_1801610	METRNL	meteorin like, glial cell differentiation regulator	-0.741	7.732
ILMN_1801616	EMP1	epithelial membrane protein 1	-1.088	6.882
ILMN_1801632	KRT5	keratin 5	-0.311	2.48
ILMN_1801641	ANKRD30BL	ankyrin repeat domain 30B-like	-0.335	2.86
ILMN_1801642	FOXN1	forkhead box N1	-0.331	2.871
ILMN_1801664	POLR3K	RNA polymerase III subunit K	0.776	12.194
ILMN_1801666	SCN10A	sodium voltage-gated channel alpha subunit 10	-0.344	2.801
ILMN_1801686	RABAC1	Rab acceptor 1	-0.347	2.678
ILMN_1801697	SYNE4	spectrin repeat containing nuclear envelope family member 4	0.876	4.976
ILMN_1801703	CPLX1	complexin 1	0.327	1.744
ILMN_1801710	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	-0.882	7.129
ILMN_1801748	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)	-0.345	2.764
ILMN_1801762	PFDN4	prefoldin subunit 4	0.379	3.097
ILMN_1801766	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	0.386	1.946
ILMN_1801767	ABHD3	abhydrolase domain containing 3	-1.642	9.927
ILMN_1801769	NDST3	N-deacetylase and N-sulfotransferase 3	-0.28	2.027
ILMN_1801775	OR6C4	olfactory receptor family 6 subfamily C member 4	-0.314	2.467
ILMN_1801776	PSG9	pregnancy specific beta-1-glycoprotein 9	-1.028	6.719
ILMN_1801778	MPPED1	metallophosphoesterase domain containing 1	-0.314	2.65
ILMN_1801812	AADAT	aminoadipate aminotransferase	-0.308	2.476
ILMN_1801814	VEGFB	vascular endothelial growth factor B	-0.248	2.149
ILMN_1801822	C18orf25	chromosome 18 open reading frame 25	-0.201	1.881
ILMN_1801833	ARHGAP24	Rho GTPase activating protein 24	-0.345	2.883
ILMN_1801851	ALPPL2	alkaline phosphatase, placental like 2	-0.28	1.891
ILMN_1801853	DPY19L2	dpy-19 like 2	-0.41	4.172
ILMN_1801869	WDR75	WD repeat domain 75	0.985	20.566
ILMN_1801889	MYO16	myosin XVI	-0.552	7.906
ILMN_1801891	HDX	highly divergent homeobox	-0.35	3.01
ILMN_1801905	ATG4D	autophagy related 4D cysteine peptidase	-0.919	13.931
ILMN_1801907	KAT14	lysine acetyltransferase 14	0.502	5.769
ILMN_1801909	IGHMBP2	immunoglobulin mu binding protein 2	-0.153	1.407
ILMN_1801913	PPIH	peptidylprolyl isomerase H	1.276	19.752
ILMN_1801914	SH3BP2	SH3 domain binding protein 2	-0.294	2.487
ILMN_1801917	CYP11B1	cytochrome P450 family 11 subfamily B member 1	-0.369	3.27
ILMN_1801927	FIGLA	folliculogenesis specific bHLH transcription factor	-0.33	2.68
ILMN_1801928	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	0.308	2.51
ILMN_1801934	SERTAD3	SERTA domain containing 3	-0.487	7.839
ILMN_1801939	CCNB2	cyclin B2	2.144	22.044
ILMN_1801943	NAV2	neuron navigator 2	-0.325	2.619
ILMN_1801953	IHH	indian hedgehog	-0.31	1.602
ILMN_1801987	OR3A3	olfactory receptor family 3 subfamily A member 3	-0.332	2.606
ILMN_1801988			-0.287	2.259
ILMN_1801996	MASP1	mannan binding lectin serine peptidase 1	-0.496	5.297
ILMN_1802019	FAM198B	family with sequence similarity 198 member B	-0.316	2.803
ILMN_1802029	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1	-0.316	2.296
ILMN_1802053	ZNF91	zinc finger protein 91	-1.155	8.9
ILMN_1802082	PRDM8	PR/SET domain 8	-0.629	2.664
ILMN_1802093	ZNF677	zinc finger protein 677	-0.359	3.416
ILMN_1802096	ABTB1	ankyrin repeat and BTB domain containing 1	-0.416	3.101
ILMN_1802100	ADAM28	ADAM metallopeptidase domain 28	-0.739	10.875
ILMN_1802104	SCGB1D4	secretoglobin family 1D member 4	-0.351	2.802
ILMN_1802105	STYK1	serine/threonine/tyrosine kinase 1	-1.102	12.535
ILMN_1802157	THOC1	THO complex 1	0.385	3.918
ILMN_1802160	XIRP1	xin actin binding repeat containing 1	-0.232	1.532
ILMN_1802162	RFESD	Rieske Fe-S domain containing	-0.218	1.949
ILMN_1802170	ZNF664	zinc finger protein 664	0.503	3.077
ILMN_1802190	FOXJ1	forkhead box J1	0.683	2.78
ILMN_1802192	C10orf99	chromosome 10 open reading frame 99	-2.097	5.844
ILMN_1802205	RHOB	ras homolog family member B	-0.558	2.597
ILMN_1802223	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	-0.352	2.933
ILMN_1802248	RNF152	ring finger protein 152	-0.37	3.161
ILMN_1802251	PTTG1IP	pituitary tumor-transforming 1 interacting protein	-0.504	2.289
ILMN_1802252	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	0.739	7.409
ILMN_1802261	SIAH1	siah E3 ubiquitin protein ligase 1	-0.337	3.186
ILMN_1802315	SPPL2B	signal peptide peptidase like 2B	-0.329	2.937
ILMN_1802316	SMPD3	sphingomyelin phosphodiesterase 3	-0.846	7.903
ILMN_1802337	TMEM30A	transmembrane protein 30A	-0.331	2.874
ILMN_1802355	RBM18	RNA binding motif protein 18	0.478	6.358
ILMN_1802360	KRTAP5-2	keratin associated protein 5-2	-0.332	2.434
ILMN_1802371	RNF216	ring finger protein 216	-0.303	2.811
ILMN_1802380	RERE	arginine-glutamic acid dipeptide repeats	-0.629	7.468
ILMN_1802389	CT55	cancer/testis antigen 55	-0.34	2.686
ILMN_1802390	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	-0.319	2.85
ILMN_1802404			0.505	7.06
ILMN_1802414	CA13	carbonic anhydrase 13	-0.266	1.933
ILMN_1802418	SDC3	syndecan 3	-0.288	2.57
ILMN_1802434	JPH2	junctophilin 2	-0.439	7.795
ILMN_1802441	REG1A	regenerating family member 1 alpha	3.462	7.136
ILMN_1802450	CNOT6L	CCR4-NOT transcription complex subunit 6 like	-0.349	2.808
ILMN_1802456	DCTD	dCMP deaminase	0.774	9.866
ILMN_1802457	MAX	MYC associated factor X	-0.367	3.737
ILMN_1802458	AGTRAP	angiotensin II receptor associated protein	0.786	10.775
ILMN_1802502	TIAM2	T-cell lymphoma invasion and metastasis 2	-0.342	3.209
ILMN_1802518			-0.276	2.35
ILMN_1802523	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	-0.326	3.064
ILMN_1802537	AKAP14	A-kinase anchoring protein 14	-0.333	2.763
ILMN_1802539	CFAP52	cilia and flagella associated protein 52	-0.327	2.681
ILMN_1802553	MRPS24	mitochondrial ribosomal protein S24	0.596	8.194
ILMN_1802615	CDK6	cyclin dependent kinase 6	0.93	8.764
ILMN_1802620	TLK2	tousled like kinase 2	-0.46	8.777
ILMN_1802627	PSMG3	proteasome assembly chaperone 3	0.641	9.369
ILMN_1802628	PLPP6	phospholipid phosphatase 6	-0.248	1.578
ILMN_1802633	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit	-0.348	2.918
ILMN_1802646	EPHB6	EPH receptor B6	-0.539	1.715
ILMN_1802653	EBI3	Epstein-Barr virus induced 3	-0.944	8.778
ILMN_1802654	GLT8D2	glycosyltransferase 8 domain containing 2	-0.474	2.529
ILMN_1802669	PPP3CB	protein phosphatase 3 catalytic subunit beta	-0.887	10.693
ILMN_1802690	GULP1	GULP, engulfment adaptor PTB domain containing 1	-0.401	3.943
ILMN_1802691	CFAP44	cilia and flagella associated protein 44	-0.263	2.075
ILMN_1802702	C10orf91	chromosome 10 open reading frame 91	-0.327	2.53
ILMN_1802708	BTN3A1	butyrophilin subfamily 3 member A1	-0.305	1.938
ILMN_1802731	TAS2R50	taste 2 receptor member 50	-0.366	3.084
ILMN_1802735	FFAR3	free fatty acid receptor 3	-0.341	2.883
ILMN_1802743	KMT2D	lysine methyltransferase 2D	-0.317	2.438
ILMN_1802757	CBWD1	COBW domain containing 1	-0.346	3.061
ILMN_1802758	ZNF281	zinc finger protein 281	0.647	11.013
ILMN_1802799	AKIRIN1	akirin 1	-0.827	7.514
ILMN_1802804	L3MBTL1	l(3)mbt-like 1 (Drosophila)	-0.291	2.35
ILMN_1802819	DEPDC1	DEP domain containing 1	1.127	15.261
ILMN_1802867	RNASE3	ribonuclease A family member 3	-0.326	2.538
ILMN_1802872	PPIL2	peptidylprolyl isomerase like 2	-0.273	1.933
ILMN_1802887	LOC389199	uncharacterized LOC389199	-0.343	2.911
ILMN_1802888	ZNF185	zinc finger protein 185 (LIM domain)	0.993	9.615
ILMN_1802894	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	0.483	5.894
ILMN_1802896			-0.328	2.551
ILMN_1802901	TRPV3	transient receptor potential cation channel subfamily V member 3	-0.333	2.609
ILMN_1802907	CBWD3	COBW domain containing 3	-0.236	1.968
ILMN_1802942			-0.29	2.37
ILMN_1802954	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	-0.237	2.213
ILMN_1802971	FAM160B2	family with sequence similarity 160 member B2	-0.397	3.893
ILMN_1803005	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	0.532	7.486
ILMN_1803015	C11orf44	chromosome 11 open reading frame 44	-0.35	2.837
ILMN_1803024	UPK3B	uroplakin 3B	-0.332	3.083
ILMN_1803030	NOS1	nitric oxide synthase 1	-0.326	2.579
ILMN_1803036	TARBP1	TAR (HIV-1) RNA binding protein 1	1.11	13.233
ILMN_1803038	KREMEN1	kringle containing transmembrane protein 1	-0.353	2.825
ILMN_1803045	TUBGCP5	tubulin gamma complex associated protein 5	0.292	3.381
ILMN_1803094	PDGFD	platelet derived growth factor D	-1.33	16.939
ILMN_1803110	SF3B3	splicing factor 3b subunit 3	1.225	18.522
ILMN_1803111	GAS7	growth arrest specific 7	-0.327	2.598
ILMN_1803113	DMRT1	doublesex and mab-3 related transcription factor 1	-0.283	2.456
ILMN_1803136	RAB4B	RAB4B, member RAS oncogene family	-0.916	9.84
ILMN_1803147			-0.353	3.433
ILMN_1803180	PRDX6	peroxiredoxin 6	-1.488	15.039
ILMN_1803183	ARPC4	actin related protein 2/3 complex subunit 4	-0.325	2.636
ILMN_1803192	WDR76	WD repeat domain 76	-0.286	2.267
ILMN_1803194	GALK1	galactokinase 1	0.875	9.093
ILMN_1803197	RAB3IP	RAB3A interacting protein	0.644	6.923
ILMN_1803209	CYB561D1	cytochrome b561 family member D1	-0.222	1.406
ILMN_1803213	MXRA5	matrix remodeling associated 5	0.63	2.206
ILMN_1803218	GPR139	G protein-coupled receptor 139	-0.37	2.958
ILMN_1803219	TMC4	transmembrane channel like 4	-0.762	6.396
ILMN_1803256	STOX2	storkhead box 2	-1.888	25.457
