"initial_alias","converted_alias","name","description","namespace"
"SIVA1","ENSG00000184990","SIVA1","SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMSB10","ENSG00000034510","TMSB10","thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHDH","ENSG00000104808","DHDH","dihydrodiol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:17887]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAU","ENSG00000149806","FAU","FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ILF3","ENSG00000129351","ILF3","interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSPC1","ENSG00000121390","PSPC1","paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XBP1","ENSG00000100219","XBP1","X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS1","ENSG00000152240","HAUS1","HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATB","ENSG00000059691","GATB","glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRRC1","ENSG00000164244","PRRC1","proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN14","ENSG00000152104","PTPN14","protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACSM3","ENSG00000005187","ACSM3","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNIH4","ENSG00000143771","CNIH4","cornichon family member 4 [Source:HGNC Symbol;Acc:HGNC:25013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL6","ENSG00000136244","IL6","interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INTS6","ENSG00000102786","INTS6","integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF121","ENSG00000197961","ZNF121","zinc finger protein 121 [Source:HGNC Symbol;Acc:HGNC:12904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSBPL3","ENSG00000070882","OSBPL3","oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALKBH3","ENSG00000166199","ALKBH3","alkB homolog 3, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MANBAL","ENSG00000101363","MANBAL","mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUOXA2","ENSG00000140274","DUOXA2","dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UHRF2","ENSG00000147854","UHRF2","ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCC10","ENSG00000124574","ABCC10","ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOT2","ENSG00000140983","RHOT2","ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBX1","ENSG00000100387","RBX1","ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MITD1","ENSG00000158411","MITD1","microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID1","ENSG00000169230","PRELID1","PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STK35","ENSG00000125834","STK35","serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPI1","ENSG00000111669","TPI1","triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STMN3","ENSG00000197457","STMN3","stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WEE1","ENSG00000166483","WEE1","WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMIM19","ENSG00000176209","SMIM19","small integral membrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOC6","ENSG00000138190","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT3","ENSG00000175197","DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT3","ENSG00000285133","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAA16","ENSG00000172766","NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDR2L","ENSG00000109089","CDR2L","cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA33","ENSG00000167523","SPATA33","spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMX2","ENSG00000213593","TMX2","thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB5","ENSG00000136521","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"TBP","ENSG00000112592","TBP","TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA2","ENSG00000142627","EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM15","ENSG00000143537","ADAM15","ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D7","ENSG00000145979","TBC1D7","TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBL4A","ENSG00000102178","UBL4A","ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST13","ENSG00000100380","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPH3","ENSG00000154813","DPH3","diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF24","ENSG00000101236","RNF24","ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMMD7","ENSG00000149600","COMMD7","COMM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16223]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCCHC14","ENSG00000140948","ZCCHC14","zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNU13","ENSG00000100138","SNU13","small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DTWD1","ENSG00000104047","DTWD1","DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MC2","ENSG00000135390","ATP5MC2","ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZSCAN9","ENSG00000137185","ZSCAN9","zinc finger and SCAN domain containing 9 [Source:HGNC Symbol;Acc:HGNC:12984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEFA6","ENSG00000164822","DEFA6","defensin alpha 6 [Source:HGNC Symbol;Acc:HGNC:2765]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHCHD7","ENSG00000170791","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO4","ENSG00000151876","FBXO4","F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUSD1","ENSG00000106868","SUSD1","sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPV","ENSG00000166582","CENPV","centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E2","ENSG00000135930","EIF4E2","eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC6A20","ENSG00000163817","SLC6A20","solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCB6","ENSG00000115657","ABCB6","ATP binding cassette subfamily B member 6 (LAN blood group) [Source:HGNC Symbol;Acc:HGNC:47]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD10","ENSG00000088448","ANKRD10","ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCFD2","ENSG00000180398","MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit [Source:HGNC Symbol;Acc:HGNC:18451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NARF","ENSG00000141562","NARF","nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HECW2","ENSG00000138411","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AAAS","ENSG00000094914","AAAS","aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UROS","ENSG00000188690","UROS","uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAL1","ENSG00000119661","DNAL1","dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC6A6","ENSG00000131389","SLC6A6","solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS19","ENSG00000105372","RPS19","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL16","ENSG00000161921","CXCL16","C-X-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCCHC17","ENSG00000121766","ZCCHC17","zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARIH1","ENSG00000166233","ARIH1","ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCA5","ENSG00000153147","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKN1B","ENSG00000111276","CDKN1B","cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM29","ENSG00000137699","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP98","ENSG00000110713","NUP98","nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AACS","ENSG00000081760","AACS","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUF60","ENSG00000179950","PUF60","poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APLN","ENSG00000171388","APLN","apelin [Source:HGNC Symbol;Acc:HGNC:16665]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBCK","ENSG00000145348","TBCK","TBC1 domain containing kinase [Source:HGNC Symbol;Acc:HGNC:28261]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC2A8","ENSG00000136856","SLC2A8","solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRIM2","ENSG00000146143","PRIM2","DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMMDC1","ENSG00000113845","TIMMDC1","translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QTGAL","None","None","None",""
"MED19","ENSG00000156603","MED19","mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC24D","ENSG00000150961","SEC24D","SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LEF1","ENSG00000138795","LEF1","lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF6","ENSG00000242372","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLCN7","ENSG00000103249","CLCN7","chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SF3A2","ENSG00000104897","SF3A2","splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC03040","ENSG00000181577","LINC03040","long intergenic non-protein coding RNA 3040 [Source:HGNC Symbol;Acc:HGNC:28692]","GENECARDS,HGNC,UNIPROT_GN"
"CELSR2","ENSG00000143126","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KHDRBS3","ENSG00000131773","KHDRBS3","KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OGFR","ENSG00000060491","OGFR","opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESYT1","ENSG00000139641","ESYT1","extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CABLES2","ENSG00000149679","CABLES2","Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INO80B","ENSG00000115274","INO80B","INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP2C1","ENSG00000017260","ATP2C1","ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTPBP3","ENSG00000130299","GTPBP3","GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QTRT2","ENSG00000151576","QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAT1","ENSG00000083857","FAT1","FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS10","ENSG00000048544","MRPS10","mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INPP5E","ENSG00000148384","INPP5E","inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIMC1","ENSG00000170085","SIMC1","SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCEE","ENSG00000124370","MCEE","methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP2C1","ENSG00000017260","ATP2C1","ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP11A","ENSG00000198826","ARHGAP11A","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF707","ENSG00000181135","ZNF707","zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIAPH1","ENSG00000131504","DIAPH1","diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEP89","ENSG00000121289","CEP89","centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF183","ENSG00000165188","RNF183","ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FDXR","ENSG00000161513","FDXR","ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR4","ENSG00000160193","WDR4","WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXJ1","ENSG00000129654","FOXJ1","forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGM2L1","ENSG00000165434","PGM2L1","phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANO6","ENSG00000177119","ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LDAH","ENSG00000118961","LDAH","lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCARB1","ENSG00000073060","SCARB1","scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2F","ENSG00000184182","UBE2F","ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBTD1","ENSG00000165886","UBTD1","ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMU1","ENSG00000122692","SMU1","SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APCDD1","ENSG00000154856","APCDD1","APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC22C","ENSG00000093183","SEC22C","SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AK2","ENSG00000004455","AK2","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","ENSG00000107581","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXD2","ENSG00000081177","EXD2","exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TWIST1","ENSG00000122691","TWIST1","twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSBP","ENSG00000110048","OSBP","oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HIF1A","ENSG00000100644","HIF1A","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPDR1","ENSG00000086289","EPDR1","ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL43","ENSG00000055950","MRPL43","mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF2B1","ENSG00000111361","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAP47","ENSG00000143740","SNAP47","synaptosome associated protein 47 [Source:HGNC Symbol;Acc:HGNC:30669]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAD1","ENSG00000128683","GAD1","glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAF1C","ENSG00000103168","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL9","ENSG00000197006","METTL9","methyltransferase 9, His-X-His N1(pi)-histidine [Source:HGNC Symbol;Acc:HGNC:24586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
